Question,Answer,Topic
Are knee-length pedal pushers that expose the knee when seated allowed?,No.,47
Are tattered/ripped jeans allowed?,No.,47
Are leggings and tight-fitting attire allowed?,No.,47
What type of footwear is not allowed?,"Clogs (crocs), flat sandals without sling back, and flip flops.",47
Are hanging earrings on the cartilage area (non-lobe) and ear stretchers not worn in a cultural context allowed?,No.,47
Are tattoos that contain violent designs and messages allowed?,No.,47
Are ungroomed mustache/beard/facial hair allowed?,No.,47
"Are unnatural bright, fashioned, and fun hair colors allowed?",No.,47
Are unkept long hair and dreadlocks allowed?,No.,47
What is the purpose of the guidelines for civilian attire and grooming?,To reflect modesty and decency along with appearing professional and consistent with the University’s core values and identity.,47
Can Carolinians wear civilian clothing on any day?,"No, only on wash days (Wednesday and Saturdays), Summer term and upon request.",47
Are there any restrictions on what Carolinians can wear?,"Yes, there are restrictions on top wear, bottom wear, footwear, and other aspects of attire and grooming.",47
What is the University's stance on revealing clothing?,It is not allowed.,47
Can Carolinians wear clothing with lewd prints and designs?,No.,47
Are there any cultural exceptions to the guidelines?,"Yes, ear stretchers are allowed in a cultural context.",47
What is the University's stance on tattoos?,Tattoos that contain violent designs and messages are not allowed.,47
Are there any grooming guidelines for Carolinians?,"Yes, ungroomed mustache/beard/facial hair are not allowed.",47
Can Carolinians have any hair color they want?,"No, unnatural bright, fashioned, and fun hair colors are not allowed.",47
Are there any guidelines for hair length and style?,"Yes, unkept long hair and dreadlocks are not allowed.",47
What is mandated by the Constitution regarding discipline in schools?,"""that all educational institutions shall teach the rights and duties of citizenship, strengthen ethical and spiritual values, develop moral character and personal discipline.""",48
